Date,Open,High,Low,Close,Volume,50MA,200MA,52WH,52WL,%ofL,%ofH,30MAM,30MASD,50MAH,50MAL,Bub,Blb,BBlwratio,BBPrratio,BBratio,Volumem,Volumesd,Volumesdm,1D,VD,v1d,Doji,ShortEMA,LongEMA,MACD,signal,Nan,Calling,EMA50,Callm,Calld,Calld2
2020-03-31,19307.425831022396,19466.0743764478,18792.181823690218,19143.77734375,309800,,,,,,,,,,,,,,,,392066.6666666667,12162.236636408617,67434.41669915708,361.595703125,361.595703125,112022348.828125,-163.64848727239587,19627.180318331903,20492.5754657761,-865.3951474441965,-724.8643174874948,,-140.53082995670172,21139.271587336407,-185.54970533225017,55.14510732728502,55.14510732728502
2020-04-01,19122.178864159454,19154.5280987753,18042.040986707143,18208.138671875,274900,,,,,,,,,,,,,,,,303900.0,24678.02666341051,62343.247874613946,-935.638671875,-935.638671875,-257207070.8984375,-914.040192284454,19408.866218876996,20323.35792548713,-914.4917066101334,-762.7897953120225,,-151.70191129811087,21024.325198494786,-162.6362261795998,-11.171081341409149,-11.171081341409149
2020-04-03,18324.837063321844,18325.88587921477,17142.999284296187,17249.099609375,342500,,,,,,,,,,,,,,,,309066.6666666667,47800.418408210615,28213.560569343244,-959.0390625,-959.0390625,-328470878.90625,-1075.7374539468437,19076.594432799768,20095.635087256604,-1019.0406544568359,-814.0399671409853,,-205.00068731585066,20876.277136176366,-165.7444761902211,-53.29877601773978,-53.29877601773978
2020-04-07,18454.337116881325,19190.32859556985,17953.54213383709,19062.279296875,435400,,,,,,,,,,,,,,,,350933.3333333333,65690.21997223026,46056.22168128379,1813.1796875,1813.1796875,789458435.9375,607.9421799936754,19074.392104195955,20019.090213895004,-944.6981096990494,-840.1715956525981,,-104.52651404645133,20805.139966007686,-153.74303755347094,100.47417326939933,100.47417326939933
2020-04-08,18799.181400440273,20323.862858295957,18482.68508728092,18946.228515625,508400,,,,,,,,,,,,,,,,428766.6666666667,51618.79502661797,55036.47780235294,-116.05078125,-116.05078125,-59000217.1875,147.04711518472686,19054.674629031193,19939.618976986116,-884.9443479549227,-849.1261461130631,,-35.818201841859604,20732.241477757387,-115.1151344013872,68.70831220459172,68.70831220459172
2020-04-09,19552.922175738437,19988.06748749916,19166.676683861075,19913.3671875,390000,,,,,,,,,,,,,,,,444600.0,83721.44289248723,67010.15263044515,967.138671875,967.138671875,377184082.03125,360.44501176156336,19186.781176487933,19937.674399987143,-750.8932234992099,-829.4795615902924,,78.58633809108255,20700.128760492393,-20.58612593240946,114.40453993294216,114.40453993294216
2020-04-13,19854.66956263497,19886.819579487754,19293.775692894345,19487.7734375,288200,,,,,,,,,,,,,,,,395533.3333333333,71983.47032479054,69107.90274796524,-425.59375,-425.59375,-122656118.75,-366.8961251349683,19233.0876781821,19904.348402765874,-671.2607245837753,-797.835794188989,,126.57506960521368,20652.585414492693,56.44773528481221,47.98873151413113,47.98873151413113
2020-04-15,20096.116869943762,20183.865853695268,18776.53254308865,19056.830078125,389900,,,,,,,,,,,,,,,,356033.3333333333,71912.75964667188,75872.55762131655,-430.943359375,-430.943359375,-168024815.8203125,-1039.2867918187621,19205.97112432716,19841.56926760729,-635.5981432801309,-765.3882640072175,,129.79012072708656,20590.006773850822,111.65050947446093,3.2150511218728752,3.2150511218728752
2020-04-16,18956.930908475464,19520.074779056275,18703.23267390261,19399.775390625,350300,,,,,,,,,,,,,,,,342800.0,28001.42853498728,57299.219502149885,342.9453125,342.9453125,120133742.96875,442.8444821495359,19235.787165296057,19808.84379523823,-573.0566299421735,-726.9219371942087,,153.86530725203522,20543.331033332164,136.74349919477848,24.075186524948663,24.075186524948663
2020-04-17,20394.51309590456,20866.308396747234,19729.071606969595,20681.208984375,475000,,,,,,,19257.6986328125,1284.8166603406007,,,21827.3319534937,16688.065312131297,2569.6333206812014,3993.143672243703,1.553974117671051,405066.6666666667,88176.21561396247,62696.80126520721,1281.43359375,1281.43359375,608680957.03125,286.69588847043997,19458.159752846663,19873.463438877992,-415.30368603132956,-664.5982869616329,,249.29460093030332,20548.738011804435,177.65000963647503,95.4292936782681,95.4292936782681
2020-04-20,21104.454179536497,21121.854368131702,20444.01262902926,20522.412109375,438600,,,,,,,19176.074609375,1134.085324927158,,,21444.245259229316,16907.90395952068,2268.170649854317,3614.5081498543186,1.5935785740312245,421300.0,25738.68683519033,47305.44366138003,-158.796875,-158.796875,-69648309.375,-582.0420701614967,19621.890884620254,19921.53371076666,-299.64282614640615,-591.6071947985876,,291.9643686521814,20547.70562347387,231.70809227817332,42.66976772187809,42.66976772187809
2020-04-21,19811.8195180781,19891.21702877175,19247.72454025316,19409.123046875,311900,,,,,,,19117.53271484375,1087.0460369785912,,,21291.62478880093,16943.44064088657,2174.092073957181,2465.682405988431,1.1341205073713878,408500.0,89590.42917633557,67835.11054182945,-1113.2890625,-1113.2890625,-347234858.59375,-402.6964712031004,19589.157371120982,19883.577365293204,-294.4199941722218,-532.1697546733144,,237.74976050109262,20503.055326352347,259.6695766945258,-54.21460815108878,-54.21460815108878
2020-04-22,19306.72528345179,19806.119881687006,19051.728241117467,19701.62109375,349400,,,,,,,19098.45048828125,1072.4528991475368,,,21243.356286576323,16953.544689986178,2144.9057982950726,2748.076403763822,1.2812107673671231,366633.3333333333,26516.50429449553,47281.87343534047,292.498046875,292.498046875,102198817.578125,394.89581029821056,19606.459482294675,19870.09912295667,-263.63964066199696,-478.463731871051,,214.82409120905402,20471.626532916962,248.17940678744267,-22.925669292038606,-22.925669292038606
2020-04-23,19871.11790567653,20356.262639356126,19584.172032808747,20267.712890625,325400,,,,,,,19095.96796875,1069.5363507888658,,,21235.04067032773,16956.89526717227,2139.07270157773,3310.817623452731,1.547781719158376,328900.0,16970.56274847714,44359.16540643608,566.091796875,566.091796875,184206270.703125,396.5949849484714,19708.190775883955,19899.551994635807,-191.361218751852,-421.04322924721123,,229.68201049535924,20463.62991949375,227.41862073516862,14.857919286305219,14.857919286305219
2020-04-24,19697.420579973343,19949.91763407937,19515.172706267113,19586.421875,305700,,,,,,,19229.41640625,942.3570813826761,,,21114.13056901535,17344.702243484648,1884.714162765351,2241.7196315153524,1.1894215450825627,326833.3333333333,13930.003589374986,19139.02354411588,-681.291015625,-681.291015625,-208270663.4765625,-110.99870497334268,19689.457098824885,19876.35717095908,-186.9000721341945,-374.2145978246079,,187.3145256904134,20429.229604023407,210.60687579827558,-42.36748480494583,-42.36748480494583
2020-04-27,19870.56886132298,20224.513948992513,19847.41874089529,20080.916015625,299900,,,,,,,19378.10712890625,816.0028759138179,,,21010.112880733886,17746.101377078612,1632.0057518276371,2334.814638546388,1.4306411824417253,310333.3333333333,4101.219330881976,11667.26188957803,494.494140625,494.494140625,148298792.7734375,210.3471543020205,19749.681547563363,19891.50967797137,-141.8281304080083,-327.737304341288,,185.9091739332797,20415.570247615626,200.96857003968412,-1.405351757133701,-1.405351757133701
2020-04-28,20436.362100300634,20751.05961479694,20260.565315265863,20670.859375,367800,,,,,,,19487.60830078125,835.9569311024294,,,21159.522162986108,17815.69443857639,1671.9138622048595,2855.164936423611,1.707722509494791,324466.6666666667,48012.55044256658,22014.591120941175,589.943359375,589.943359375,216981167.578125,234.49727469936624,19891.401213322846,19949.239285158677,-57.838071835831215,-273.75745784019665,,215.91938600436544,20425.581585944426,196.38102854268618,30.010212071085732,30.010212071085732
2020-04-29,20440.161879137675,21347.901286937988,20393.41242464617,21089.953125,400600,,,,,,,19561.42236328125,909.606693982172,,,21380.635751245594,17742.208975316906,1819.2133879643443,3347.7441496830943,1.8402152116026032,356100.0,23193.10242291876,25102.290732122434,419.09375,419.09375,167888956.25,649.791245862325,20075.79381511933,20033.736606628405,42.057208490925404,-210.59452457397225,,252.65173306489766,20451.635371789744,218.16009766751426,36.73234706053222,36.73234706053222
2020-04-30,21588.94858373156,21966.744978987208,21353.402490158416,21534.25,471500,,,,,,,19639.696484375,1008.4872573495395,,,21656.67099907408,17622.72196967592,2016.974514699079,3911.5280303240797,1.939304637623375,413300.0,50133.87078612622,40446.507883870516,444.296875,444.296875,209485976.5625,-54.698583731558756,20300.171689716357,20144.88574687815,155.28594283820712,-137.4184310915364,,292.7043739297435,20494.090847405834,253.75849766633553,40.05264086484584,40.05264086484584
