Datetime,Open,High,Low,Close,Adj Close,Volume,30MAM,30MASD,Bub,Blb,ShortEMA,LongEMA,MACD,signal,Nan,Calling,EMA50,EMA200,RSI,dife,50MA,200MA,52WH,52WL,%ofL,%ofH,50MAH,50MAL,BBlwratio,BBPrratio,BBratio,Volumem,Volumesd,Volumesdm,Doji,1D,v1d,v1dd,Time
2023-03-17 09:15:00+05:30,39442.3984375,39597.19921875,39429.25,39486.19921875,39486.19921875,0,,,,,39486.19921875,39486.19921875,0.0,0.0,,0.0,39486.19921875,39486.19921875,,,,,,,,,,,,,,,,,43.80078125,,,,2023-03-17 09:15:00+05:30
2023-03-17 09:16:00+05:30,39494.1015625,39501.94921875,39478.1015625,39492.0,39492.0,0,,,,,39487.09164663461,39486.62890625,0.4627403846097877,0.09254807692195754,,0.3701923076878302,39486.42670036765,39486.25693796642,,5.80078125,,,,,,,,,,,,,0.0,,-2.1015625,5.80078125,0.0,,2023-03-17 09:16:00+05:30
2023-03-17 09:17:00+05:30,39507.0,39539.8515625,39502.1484375,39527.19921875,39527.19921875,0,,,,,39493.262042344664,39489.634114583336,3.627927761328465,0.799624013803259,,2.8283037475252057,39488.02562265715,39486.66432384486,,35.19921875,,,,,,,,,,,,0.0,0.0,,20.19921875,35.19921875,0.0,0.0,2023-03-17 09:17:00+05:30
2023-03-17 09:18:00+05:30,39528.25,39538.94921875,39433.1015625,39459.30078125,39459.30078125,0,,,,,39488.037232945484,39487.38720100309,0.65003194239398,0.7697055995214032,,-0.11967365712742317,39486.899158288245,39486.392049789196,,-67.8984375,,,,,,,,,,,,0.0,0.0,0.0,-68.94921875,-67.8984375,-0.0,-0.0,2023-03-17 09:18:00+05:30
2023-03-17 09:19:00+05:30,39459.30078125,39459.30078125,39414.55078125,39432.0,39432.0,0,,,,,39479.416120184644,39483.28444537323,-3.868325188588642,-0.15790055810060588,,-3.710424630488036,39484.74625012008,39485.85083536343,,-27.30078125,,,,,,,,,,,,0.0,0.0,0.0,-27.30078125,-27.30078125,-0.0,0.0,2023-03-17 09:19:00+05:30
2023-03-17 09:20:00+05:30,39431.8515625,39451.1484375,39419.3984375,39424.55078125,39424.55078125,0,,,,,39470.97529881009,39478.933803586326,-7.9585047762375325,-1.7180214017279913,,-6.240483374509541,39482.38564349772,39485.24088457623,,-7.44921875,,,,,,,,,,,,0.0,0.0,0.0,-7.30078125,-7.44921875,-0.0,0.0,2023-03-17 09:20:00+05:30
2023-03-17 09:21:00+05:30,39421.94921875,39433.1484375,39389.44921875,39392.3984375,39392.3984375,0,,,,,39458.88655091623,39472.52377646882,-13.637225552593009,-4.101862231900995,,-9.535363320692014,39478.8567334586,39484.317079132685,,-32.15234375,,,,,,,,,,,,0.0,0.0,0.0,-29.55078125,-32.15234375,-0.0,0.0,2023-03-17 09:21:00+05:30
2023-03-17 09:22:00+05:30,39394.1484375,39448.6015625,39378.5,39438.0,39438.0,0,,,,,39455.673235390655,39469.96645969336,-14.293224302702583,-6.140134646061313,,-8.15308965664127,39477.25450861709,39483.85621267365,,45.6015625,,,,,,,,,,,,0.0,0.0,0.0,43.8515625,45.6015625,0.0,0.0,2023-03-17 09:22:00+05:30
2023-03-17 09:23:00+05:30,39441.25,39465.6484375,39441.25,39465.6484375,39465.6484375,0,,,,,39457.20788186901,39469.64660619755,-12.438724328538228,-7.399852582556695,,-5.038871745981533,39476.79936857328,39483.67504078138,,27.6484375,,,,,,,,,,,,0.0,0.0,0.0,24.3984375,27.6484375,0.0,0.0,2023-03-17 09:23:00+05:30
2023-03-17 09:24:00+05:30,39428.69921875,39444.8515625,39427.19921875,39444.0,39444.0,0,,,,,39455.17590004301,39467.746857590326,-12.57095754731563,-8.434073575508483,,-4.136883971807146,39475.51311882531,39483.280264256195,,-21.6484375,,,,,,,,,,,,0.0,0.0,0.0,15.30078125,-21.6484375,-0.0,-0.0,2023-03-17 09:24:00+05:30
